ISO_pais_origen,Gender_Code,ISO_pais_destino,1960 [1960],1970 [1970],1980 [1980],1990 [1990],2000 [2000]
PSE,MAL,ALB,0,0,0,0,0
PSE,MAL,DZA,482,203,165,130,102
PSE,MAL,ASM,0,0,0,0,0
PSE,MAL,AND,0,0,0,0,0
PSE,MAL,AGO,0,0,0,0,0
PSE,MAL,AIA,0,0,0,0,0
PSE,MAL,ATG,0,0,0,2,3
PSE,MAL,ARG,51,65,83,1,0
PSE,MAL,ARM,0,0,0,0,0
PSE,MAL,ABW,0,0,0,0,2
PSE,MAL,AUS,9,13,131,994,1518
PSE,MAL,AUT,0,2,3,3,106
PSE,MAL,AZE,0,0,0,0,0
PSE,MAL,BHS,0,0,0,0,0
PSE,MAL,BHR,20,13,6133,8230,12647
PSE,MAL,BGD,2,1,2,3,3
PSE,MAL,BRB,0,0,0,0,0
PSE,MAL,BLR,0,0,0,0,0
PSE,MAL,BEL,0,1,0,3,2
PSE,MAL,BLZ,0,0,0,0,9
PSE,MAL,BEN,0,1,2,2,4
PSE,MAL,BMU,0,0,0,0,0
PSE,MAL,BTN,0,0,0,0,0
PSE,MAL,BOL,273,128,2,1,37
PSE,MAL,BIH,0,0,0,0,0
PSE,MAL,BWA,0,0,0,0,0
PSE,MAL,BRA,60,3,10,408,218
PSE,MAL,BRN,0,0,0,0,0
PSE,MAL,BGR,4,4,4,4,18
PSE,MAL,BFA,0,0,0,0,0
PSE,MAL,BDI,0,0,0,0,0
PSE,MAL,KHM,0,0,0,0,0
PSE,MAL,CMR,0,0,0,1,0
PSE,MAL,CAN,30,382,747,0,3409
PSE,MAL,CPV,0,0,0,0,0
PSE,MAL,CYM,0,0,0,1,0
PSE,MAL,CAF,0,0,0,1,0
PSE,MAL,TCD,0,0,0,0,0
PSE,MAL,CHI,..,..,..,..,..
PSE,MAL,CHL,1,0,0,0,375
PSE,MAL,CHN,2,0,0,0,9
PSE,MAL,COL,270,237,163,95,2
PSE,MAL,COM,0,0,0,0,0
PSE,MAL,COD,1,2170,1370,937,761
PSE,MAL,COG,4,7,25,41,8
PSE,MAL,COK,0,0,0,0,0
PSE,MAL,CRI,1,0,0,0,0
PSE,MAL,CIV,3,5,7,11,1
PSE,MAL,HRV,0,0,0,2,0
PSE,MAL,CUB,9,9,4,2,0
PSE,MAL,CYP,0,2,3,4,95
PSE,MAL,CZE,0,0,0,3,68
PSE,MAL,DNK,0,0,0,48,0
PSE,MAL,DJI,0,0,0,0,0
PSE,MAL,DMA,0,0,0,0,1
PSE,MAL,DOM,3,25,49,77,108
PSE,MAL,ECU,0,2,2,3,17
PSE,MAL,EGY,14204,17840,21417,28054,21185
PSE,MAL,SLV,166,17,8,1,16
PSE,MAL,GNQ,0,0,4,2,3
PSE,MAL,ERI,0,0,15,0,0
PSE,MAL,EST,0,0,0,0,0
PSE,MAL,ETH,57,53,54,56,59
PSE,MAL,FRO,0,0,0,0,0
PSE,MAL,FLK,0,0,0,0,0
PSE,MAL,FJI,2,2,1,1,2
PSE,MAL,FIN,0,0,0,0,0
PSE,MAL,FRA,60,6,4,2,96
PSE,MAL,GUF,0,0,0,0,0
PSE,MAL,PYF,0,0,0,0,0
PSE,MAL,GAB,10,4,4,5,8
PSE,MAL,GMB,1,2,17,22,31
PSE,MAL,GEO,0,0,0,0,0
PSE,MAL,DEU,4,4,7,139,202
PSE,MAL,GHA,0,0,0,0,0
PSE,MAL,GIB,0,0,0,0,0
PSE,MAL,GRC,0,0,0,3,182
PSE,MAL,GRL,0,0,0,0,0
PSE,MAL,GRD,0,0,0,0,0
PSE,MAL,GLP,0,0,0,2,2
PSE,MAL,GUM,0,3,0,0,2
PSE,MAL,GTM,211,42,17,50,2
PSE,MAL,GIN,2,3,4,2,2
PSE,MAL,GNB,0,0,0,0,0
PSE,MAL,GUY,1,0,0,0,0
PSE,MAL,HTI,0,0,0,0,0
PSE,MAL,HND,4,2,2,5,58
PSE,MAL,HKG,6,5,0,2,21
PSE,MAL,HUN,26,21,18,15,14
PSE,MAL,ISL,0,0,0,0,0
PSE,MAL,IND,0,40,0,95,0
PSE,MAL,IDN,34,21,23,30,288
PSE,MAL,IRN,31,59,231,572,498
PSE,MAL,IRQ,68,755,1339,2423,719
PSE,MAL,IRL,0,0,0,0,48
PSE,MAL,IMN,..,..,..,..,..
PSE,MAL,ISR,3,3,3,36,78
PSE,MAL,ITA,3,3,4,15,236
PSE,MAL,JAM,0,0,0,0,0
PSE,MAL,JPN,0,3,7,0,91
PSE,MAL,JOR,22,2624,10217,23376,47112
PSE,MAL,KAZ,0,0,0,0,0
PSE,MAL,KEN,2,17,14,9,0
PSE,MAL,KIR,0,0,0,0,0
PSE,MAL,PRK,0,0,0,0,0
PSE,MAL,KOR,0,0,0,0,0
PSE,MAL,XKX,..,..,..,..,..
PSE,MAL,KWT,294,594,32983,41688,44959
PSE,MAL,KGZ,0,0,0,0,20
PSE,MAL,LAO,2,2,2,2,2
PSE,MAL,LVA,0,0,0,0,0
PSE,MAL,LBN,617,14,589,3842,3391
PSE,MAL,LSO,0,0,0,0,0
PSE,MAL,LBR,0,0,0,0,0
PSE,MAL,LBY,341,5304,14688,21636,25905
PSE,MAL,LIE,0,0,0,0,0
PSE,MAL,LTU,0,0,0,0,0
PSE,MAL,LUX,0,0,0,0,5
PSE,MAL,MAC,0,0,0,0,0
PSE,MAL,MKD,0,0,0,0,0
PSE,MAL,MDG,167,100,39,12,10
PSE,MAL,MWI,0,0,0,0,0
PSE,MAL,MYS,0,0,2,6,9
PSE,MAL,MDV,0,0,0,0,0
PSE,MAL,MLI,0,0,0,0,0
PSE,MAL,MLT,0,0,0,0,0
PSE,MAL,MHL,0,0,0,0,0
PSE,MAL,MTQ,0,0,0,1,1
PSE,MAL,MRT,0,0,0,84,92
PSE,MAL,MUS,0,0,0,0,1
PSE,MAL,MYT,0,0,0,0,0
PSE,MAL,MEX,2,2,0,0,0
PSE,MAL,FSM,0,0,0,0,0
PSE,MAL,MDA,0,0,0,0,0
PSE,MAL,MCO,0,0,0,0,0
PSE,MAL,MNG,0,0,0,0,0
PSE,MAL,MNE,..,..,..,..,..
PSE,MAL,MSR,0,0,0,0,0
PSE,MAL,MAR,821,266,151,129,119
PSE,MAL,MOZ,0,0,0,0,2
PSE,MAL,MMR,305,288,149,10,8
PSE,MAL,NAM,0,0,0,0,0
PSE,MAL,NRU,0,0,0,0,0
PSE,MAL,NPL,0,2,2,0,4
PSE,MAL,NLD,0,0,0,0,0
PSE,MAL,ANT,5,4,3,5,2
PSE,MAL,NCL,0,0,0,0,0
PSE,MAL,NZL,0,1,3,5,68
PSE,MAL,NIC,1,2,3,3,3
PSE,MAL,NER,8,11,15,11,4
PSE,MAL,NGA,34,31,181,51,83
PSE,MAL,NIU,0,0,0,0,0
PSE,MAL,NFK,0,0,0,0,0
PSE,MAL,MNP,0,0,0,0,1
PSE,MAL,NOR,0,0,4,0,33
PSE,MAL,OMN,163,235,548,1593,2353
PSE,MAL,PAK,2,4,3,3,2
PSE,MAL,PLW,0,0,0,0,0
PSE,MAL,PAN,3,0,0,6,83
PSE,MAL,PNG,0,0,0,0,0
PSE,MAL,PRY,0,0,4,5,33
PSE,MAL,PER,12,13,14,0,0
PSE,MAL,PHL,15,12,75,8,45
PSE,MAL,POL,0,0,0,0,0
PSE,MAL,PRT,0,0,0,0,0
PSE,MAL,PRI,0,0,0,7,8
PSE,MAL,QAT,891,102,13058,10179,7794
PSE,MAL,REU,0,0,0,0,0
PSE,MAL,ROU,0,0,0,0,0
PSE,MAL,RUS,0,0,0,0,2
PSE,MAL,RWA,0,23,29,22,101
PSE,MAL,SHN,0,0,0,0,0
PSE,MAL,SPM,0,0,0,0,0
PSE,MAL,WSM,0,0,0,0,0
PSE,MAL,SMR,0,0,0,0,0
PSE,MAL,STP,0,0,0,0,0
PSE,MAL,SAU,667,3942,20993,56884,57752
PSE,MAL,SEN,0,0,0,0,0
PSE,MAL,SRB,..,..,..,..,..
PSE,MAL,SCG,0,0,0,0,0
PSE,MAL,SYC,0,0,0,0,0
PSE,MAL,SLE,0,0,0,0,0
PSE,MAL,SGP,0,0,0,2,9
PSE,MAL,SVK,0,0,0,0,0
PSE,MAL,SVN,0,0,0,0,0
PSE,MAL,SLB,0,0,0,0,0
PSE,MAL,SOM,0,1,26,0,0
PSE,MAL,ZAF,2,2,2,0,10
PSE,MAL,ESP,0,0,0,6,219
PSE,MAL,LKA,7,0,1,1,0
PSE,MAL,KNA,0,0,0,0,0
PSE,MAL,LCA,0,0,0,0,0
PSE,MAL,VCT,0,0,0,0,0
PSE,MAL,SDN,8,7,9,4,4
PSE,MAL,SUR,0,0,0,0,0
PSE,MAL,SWZ,0,0,0,0,0
PSE,MAL,SWE,0,1,8,12,620
PSE,MAL,CHE,2,2,1,28,152
PSE,MAL,SYR,57949,1779,126123,177894,233354
PSE,MAL,TWN,0,0,0,0,0
PSE,MAL,TJK,0,0,0,0,0
PSE,MAL,TZA,2,2,2,2,2
PSE,MAL,THA,4,71,160,266,859
PSE,MAL,TLS,0,0,0,0,0
PSE,MAL,TGO,12,18,19,20,21
PSE,MAL,TKL,0,0,0,0,0
PSE,MAL,TON,0,0,0,0,0
PSE,MAL,TTO,2,1,1,1,0
PSE,MAL,TUN,1151,28,958,3,3
PSE,MAL,TUR,15,26,30,53,615
PSE,MAL,TKM,0,0,0,0,0
PSE,MAL,TCA,0,0,0,0,0
PSE,MAL,TUV,0,0,0,0,0
PSE,MAL,UGA,0,0,0,0,0
PSE,MAL,UKR,0,0,0,0,0
PSE,MAL,ARE,64,1824,17578,27472,52258
PSE,MAL,GBR,9,2,117,45,112
PSE,MAL,USA,15,0,6,12998,0
PSE,MAL,URY,3,0,3,3,10
PSE,MAL,UZB,0,0,0,0,0
PSE,MAL,VUT,0,0,0,0,0
PSE,MAL,VEN,37,6,87,86,266
PSE,MAL,VNM,0,0,0,0,17
PSE,MAL,VIR,0,3,1,47,28
PSE,MAL,VGB,0,0,0,0,0
PSE,MAL,WLF,0,0,0,0,0
PSE,MAL,PSE,0,0,0,0,0
PSE,MAL,YEM,269,333,413,511,597
PSE,MAL,ZMB,0,0,2,0,0
PSE,MAL,ZWE,1,1,1,0,0
PSE,TOT,AFG,0,0,0,1,0
PSE,TOT,ALB,0,0,0,0,0
PSE,TOT,DZA,1042,409,322,254,200
PSE,TOT,ASM,0,0,0,0,0
PSE,TOT,AND,0,0,0,0,0
PSE,TOT,AGO,0,0,0,0,0
PSE,TOT,AIA,0,0,0,0,0
PSE,TOT,ATG,0,0,1,3,5
PSE,TOT,ARG,75,117,166,2,0
PSE,TOT,ARM,0,0,0,0,0
PSE,TOT,ABW,2,1,1,2,3
PSE,TOT,AUS,13,22,236,1776,2647
PSE,TOT,AUT,1,4,6,7,166
PSE,TOT,AZE,0,0,0,0,0
PSE,TOT,BHS,0,0,0,0,0
PSE,TOT,BHR,31,27,8126,11375,18231
PSE,TOT,BGD,4,3,3,3,4
PSE,TOT,BRB,0,0,0,0,0
PSE,TOT,BLR,0,0,0,0,0
PSE,TOT,BEL,0,2,0,6,5
PSE,TOT,BLZ,0,0,0,0,17
PSE,TOT,BEN,1,2,3,3,6
PSE,TOT,BMU,0,0,0,0,1
PSE,TOT,BTN,0,0,0,0,0
PSE,TOT,BOL,412,190,3,3,50
PSE,TOT,BIH,0,0,0,0,0
PSE,TOT,BWA,0,0,0,0,0
PSE,TOT,BRA,100,5,17,606,363
PSE,TOT,BRN,0,0,0,0,0
PSE,TOT,BGR,4,4,4,4,21
PSE,TOT,BFA,0,0,0,0,0
PSE,TOT,BDI,0,0,0,0,0
PSE,TOT,KHM,0,0,0,0,0
PSE,TOT,CMR,0,0,0,2,2
PSE,TOT,CAN,57,749,1472,0,5475
PSE,TOT,CPV,0,0,0,0,0
PSE,TOT,CYM,0,0,0,1,0
PSE,TOT,CAF,0,0,0,3,0
PSE,TOT,TCD,0,1,1,1,1
PSE,TOT,CHI,..,..,..,..,..
PSE,TOT,CHL,2,0,0,0,688
PSE,TOT,CHN,4,2,0,0,17
PSE,TOT,COL,392,354,248,149,6
PSE,TOT,COM,0,0,0,0,0
PSE,TOT,COD,2,4475,2816,1946,1593
PSE,TOT,COG,8,14,36,59,11
PSE,TOT,COK,0,0,0,0,0
PSE,TOT,CRI,2,0,0,0,0
PSE,TOT,CIV,6,9,12,21,2
PSE,TOT,HRV,0,0,0,3,0
PSE,TOT,CUB,14,13,6,3,0
PSE,TOT,CYP,0,3,5,8,164
PSE,TOT,CZE,0,0,0,6,77
PSE,TOT,DNK,0,0,0,59,0
PSE,TOT,DJI,0,0,0,0,0
PSE,TOT,DMA,0,0,0,1,2
PSE,TOT,DOM,5,57,106,162,229
PSE,TOT,ECU,2,3,5,5,34
PSE,TOT,EGY,25879,32976,41029,53744,41067
PSE,TOT,SLV,458,37,18,3,29
PSE,TOT,GNQ,0,0,6,3,5
PSE,TOT,ERI,0,2,29,0,0
PSE,TOT,EST,0,0,0,0,0
PSE,TOT,ETH,81,77,81,85,89
PSE,TOT,FRO,0,0,0,0,0
PSE,TOT,FLK,0,0,0,0,0
PSE,TOT,FJI,3,2,2,2,3
PSE,TOT,FIN,0,0,0,0,0
PSE,TOT,FRA,115,12,7,3,195
PSE,TOT,GUF,0,0,0,0,1
PSE,TOT,PYF,0,0,0,0,0
PSE,TOT,GAB,19,6,6,8,12
PSE,TOT,GMB,2,4,28,40,58
PSE,TOT,GEO,0,0,0,0,0
PSE,TOT,DEU,6,7,12,193,394
PSE,TOT,GHA,0,0,0,0,0
PSE,TOT,GIB,0,0,0,0,0
PSE,TOT,GRC,0,0,1,6,233
PSE,TOT,GRL,0,0,0,0,0
PSE,TOT,GRD,0,0,0,0,0
PSE,TOT,GLP,0,0,2,4,4
PSE,TOT,GUM,0,4,0,2,2
PSE,TOT,GTM,268,70,30,99,5
PSE,TOT,GIN,3,4,6,2,3
PSE,TOT,GNB,0,0,0,0,0
PSE,TOT,GUY,2,1,0,0,0
PSE,TOT,HTI,0,0,0,0,0
PSE,TOT,HND,7,3,4,8,111
PSE,TOT,HKG,10,10,0,5,90
PSE,TOT,HUN,35,36,31,27,25
PSE,TOT,ISL,0,0,0,0,0
PSE,TOT,IND,0,78,0,179,0
PSE,TOT,IDN,67,42,43,52,559
PSE,TOT,IRN,55,97,367,879,741
PSE,TOT,IRQ,108,1301,2207,3825,1090
PSE,TOT,IRL,0,0,0,1,73
PSE,TOT,IMN,..,..,..,..,..
PSE,TOT,ISR,5,6,6,63,142
PSE,TOT,ITA,5,6,7,39,374
PSE,TOT,JAM,0,0,0,0,2
PSE,TOT,JPN,0,6,13,0,136
PSE,TOT,JOR,48,6799,27169,63444,104718
PSE,TOT,KAZ,0,0,0,0,0
PSE,TOT,KEN,3,32,25,18,0
PSE,TOT,KIR,0,0,0,0,0
PSE,TOT,PRK,0,0,0,0,2
PSE,TOT,KOR,0,0,0,0,0
PSE,TOT,XKX,..,..,..,..,..
PSE,TOT,KWT,342,661,57772,82268,77686
PSE,TOT,KGZ,0,0,0,0,21
PSE,TOT,LAO,2,3,3,3,3
PSE,TOT,LVA,0,0,0,0,0
PSE,TOT,LBN,1290,25,1225,8713,6903
PSE,TOT,LSO,0,0,0,0,0
PSE,TOT,LBR,0,0,0,0,0
PSE,TOT,LBY,746,10062,25577,37678,45111
PSE,TOT,LIE,0,0,0,0,0
PSE,TOT,LTU,0,0,0,0,0
PSE,TOT,LUX,0,0,0,2,10
PSE,TOT,MAC,0,0,0,0,0
PSE,TOT,MKD,0,0,0,2,2
PSE,TOT,MDG,307,177,58,16,14
PSE,TOT,MWI,0,0,0,0,0
PSE,TOT,MYS,0,1,3,10,16
PSE,TOT,MDV,0,0,0,0,0
PSE,TOT,MLI,0,0,0,0,0
PSE,TOT,MLT,0,0,0,0,2
PSE,TOT,MHL,0,0,0,0,0
PSE,TOT,MTQ,0,1,1,2,3
PSE,TOT,MRT,0,0,0,146,161
PSE,TOT,MUS,0,0,0,0,3
PSE,TOT,MYT,0,0,0,0,0
PSE,TOT,MEX,4,4,1,0,0
PSE,TOT,FSM,0,0,0,0,0
PSE,TOT,MDA,0,0,0,0,0
PSE,TOT,MCO,0,0,0,0,0
PSE,TOT,MNG,0,0,0,0,0
PSE,TOT,MNE,..,..,..,..,..
PSE,TOT,MSR,0,0,0,0,0
PSE,TOT,MAR,1546,497,279,236,216
PSE,TOT,MOZ,0,0,0,0,3
PSE,TOT,MMR,583,555,289,18,15
PSE,TOT,NAM,0,0,0,0,0
PSE,TOT,NRU,0,0,1,0,0
PSE,TOT,NPL,0,3,4,0,9
PSE,TOT,NLD,0,0,0,0,0
PSE,TOT,ANT,8,7,7,9,3
PSE,TOT,NCL,0,0,0,0,0
PSE,TOT,NZL,0,3,6,9,121
PSE,TOT,NIC,2,3,4,4,5
PSE,TOT,NER,18,24,33,25,8
PSE,TOT,NGA,56,49,292,85,143
PSE,TOT,NIU,0,0,0,0,0
PSE,TOT,NFK,0,0,0,0,0
PSE,TOT,MNP,0,0,0,2,3
PSE,TOT,NOR,0,0,7,0,50
PSE,TOT,OMN,277,399,927,2688,3958
PSE,TOT,PAK,3,7,6,4,4
PSE,TOT,PLW,0,0,0,0,0
PSE,TOT,PAN,5,0,0,12,115
PSE,TOT,PNG,0,0,0,0,0
PSE,TOT,PRY,0,0,7,7,61
PSE,TOT,PER,16,19,21,0,0
PSE,TOT,PHL,29,28,123,17,94
PSE,TOT,POL,0,0,0,0,0
PSE,TOT,PRT,0,0,0,0,0
PSE,TOT,PRI,0,1,2,11,17
PSE,TOT,QAT,1236,132,18114,14548,10316
PSE,TOT,REU,0,0,0,0,0
PSE,TOT,ROU,0,0,0,0,0
PSE,TOT,RUS,0,0,0,0,3
PSE,TOT,RWA,0,46,59,43,154
PSE,TOT,SHN,0,0,0,0,0
PSE,TOT,SPM,0,0,0,0,0
PSE,TOT,WSM,0,0,0,0,0
PSE,TOT,SMR,0,0,0,0,0
PSE,TOT,STP,0,0,0,0,0
PSE,TOT,SAU,1121,6312,32186,83856,90715
PSE,TOT,SEN,0,0,0,0,0
PSE,TOT,SRB,..,..,..,..,..
PSE,TOT,SCG,0,0,0,0,0
PSE,TOT,SYC,0,0,0,0,0
PSE,TOT,SLE,0,0,0,0,0
PSE,TOT,SGP,1,0,1,4,27
PSE,TOT,SVK,0,0,0,0,0
PSE,TOT,SVN,0,0,0,0,0
PSE,TOT,SLB,0,0,0,0,0
PSE,TOT,SOM,0,3,49,1,0
PSE,TOT,ZAF,4,4,3,0,42
PSE,TOT,ESP,0,0,0,10,272
PSE,TOT,LKA,12,0,3,2,2
PSE,TOT,KNA,0,0,0,0,0
PSE,TOT,LCA,0,0,0,0,0
PSE,TOT,VCT,0,0,0,0,1
PSE,TOT,SDN,15,14,18,7,8
PSE,TOT,SUR,0,0,0,0,0
PSE,TOT,SWZ,0,0,0,0,0
PSE,TOT,SWE,0,3,11,23,1007
PSE,TOT,CHE,5,3,3,44,212
PSE,TOT,SYR,112765,3426,246564,348765,458611
PSE,TOT,TWN,0,0,0,0,1
PSE,TOT,TJK,0,0,0,0,0
PSE,TOT,TZA,2,2,4,4,3
PSE,TOT,THA,7,123,303,517,1671
PSE,TOT,TLS,0,0,0,0,0
PSE,TOT,TGO,26,36,38,40,41
PSE,TOT,TKL,0,0,0,0,0
PSE,TOT,TON,0,0,0,1,0
PSE,TOT,TTO,3,2,3,2,1
PSE,TOT,TUN,2112,61,1907,5,5
PSE,TOT,TUR,27,49,59,106,741
PSE,TOT,TKM,0,0,0,0,0
PSE,TOT,TCA,0,0,0,0,0
PSE,TOT,TUV,0,0,0,0,0
PSE,TOT,UGA,0,0,0,1,0
PSE,TOT,UKR,0,0,0,0,1
PSE,TOT,ARE,82,2455,26802,49732,85447
PSE,TOT,GBR,15,3,187,79,195
PSE,TOT,USA,31,0,11,21189,0
PSE,TOT,URY,9,7,5,6,13
PSE,TOT,UZB,0,0,0,0,0
PSE,TOT,VUT,0,1,0,0,0
PSE,TOT,VEN,64,12,144,145,411
PSE,TOT,VNM,0,1,0,0,27
PSE,TOT,VIR,0,5,3,81,58
PSE,TOT,VGB,0,0,0,0,0
PSE,TOT,WLF,0,0,0,0,0
PSE,TOT,PSE,0,0,0,0,0
PSE,TOT,YEM,424,525,651,805,941
PSE,TOT,ZMB,0,0,4,0,0
PSE,TOT,ZWE,2,2,2,2,2
YEM,FEM,AFG,0,0,0,3,0
YEM,FEM,ALB,0,0,0,0,0
YEM,FEM,DZA,31,11,9,7,5
YEM,FEM,ASM,0,0,0,0,0
YEM,FEM,AND,0,0,0,0,0
YEM,FEM,AGO,0,0,0,0,0
YEM,FEM,AIA,0,0,0,0,0
YEM,FEM,ATG,0,0,0,0,0
YEM,FEM,ARG,1,3,4,0,0
YEM,FEM,ARM,0,0,0,0,0
YEM,FEM,ABW,0,0,0,0,0
YEM,FEM,AUS,0,1,16,81,156
YEM,FEM,AUT,0,2,3,28,11
YEM,FEM,AZE,0,0,0,0,0
YEM,FEM,BHS,0,0,0,0,0
YEM,FEM,BHR,37,12,1723,2749,3588
YEM,FEM,BGD,7,6,4,2,2
YEM,FEM,BRB,0,0,0,0,0
YEM,FEM,BLR,0,0,0,0,0
YEM,FEM,BEL,0,1,1,4,3
YEM,FEM,BLZ,0,0,0,0,0
YEM,FEM,BEN,0,0,0,0,0
YEM,FEM,BMU,0,0,0,0,0
YEM,FEM,BTN,0,0,0,0,0
YEM,FEM,BOL,0,0,0,0,0
YEM,FEM,BIH,0,0,0,0,0
YEM,FEM,BWA,0,0,0,0,0
YEM,FEM,BRA,2,0,0,10,7
YEM,FEM,BRN,0,0,0,0,0
YEM,FEM,BGR,3,3,3,3,16
YEM,FEM,BFA,0,0,0,0,0
YEM,FEM,BDI,30,25,21,6,5
YEM,FEM,KHM,1,0,0,0,0
YEM,FEM,CMR,33,38,30,96,81
YEM,FEM,CAN,5,69,136,62,325
YEM,FEM,CPV,0,0,0,0,0
YEM,FEM,CYM,0,0,0,0,0
YEM,FEM,CAF,0,0,0,8,2
YEM,FEM,TCD,109,124,138,154,175
YEM,FEM,CHI,..,..,..,..,..
YEM,FEM,CHL,25,3,2,2,2
YEM,FEM,CHN,7,2,0,0,27
YEM,FEM,COL,0,0,0,0,1
YEM,FEM,COM,0,0,2,0,0
YEM,FEM,COD,2,5914,3710,2589,2134
YEM,FEM,COG,10,17,29,47,9
YEM,FEM,COK,0,0,0,0,0
YEM,FEM,CRI,0,0,0,0,0
YEM,FEM,CIV,0,0,0,0,0
YEM,FEM,HRV,0,0,0,1,0
YEM,FEM,CUB,0,0,0,0,0
YEM,FEM,CYP,0,2,3,4,4
YEM,FEM,CZE,0,0,0,3,18
YEM,FEM,DNK,1,0,30,35,67
YEM,FEM,DJI,31,58,123,203,258
YEM,FEM,DMA,0,0,0,0,0
YEM,FEM,DOM,0,0,2,3,4
YEM,FEM,ECU,0,0,0,0,0
YEM,FEM,EGY,526,486,445,1594,1717
YEM,FEM,SLV,0,0,0,0,0
YEM,FEM,GNQ,0,1,5,3,5
YEM,FEM,ERI,14,24,47,22,4
YEM,FEM,EST,0,0,0,0,0
YEM,FEM,ETH,77,77,85,93,97
YEM,FEM,FRO,0,0,0,0,0
YEM,FEM,FLK,0,0,0,0,0
YEM,FEM,FJI,0,0,0,0,0
YEM,FEM,FIN,0,0,0,2,9
YEM,FEM,FRA,124,13,8,3,221
YEM,FEM,GUF,0,0,0,0,0
YEM,FEM,PYF,0,0,0,0,0
YEM,FEM,GAB,24,7,6,7,11
YEM,FEM,GMB,3,4,30,46,71
YEM,FEM,GEO,0,0,0,0,0
YEM,FEM,DEU,2,3,7,80,235
YEM,FEM,GHA,0,0,0,1,2
YEM,FEM,GIB,0,0,0,0,0
YEM,FEM,GRC,0,0,0,12,4
YEM,FEM,GRL,0,0,0,0,0
YEM,FEM,GRD,0,0,0,0,0
YEM,FEM,GLP,0,0,0,0,0
YEM,FEM,GUM,0,0,0,0,0
YEM,FEM,GTM,0,0,0,0,0
YEM,FEM,GIN,0,0,0,0,0
YEM,FEM,GNB,0,0,0,0,0
YEM,FEM,GUY,0,0,0,0,0
YEM,FEM,HTI,0,0,0,0,0
YEM,FEM,HND,0,0,0,0,0
YEM,FEM,HKG,19,21,0,15,327
YEM,FEM,HUN,9,11,10,9,8
YEM,FEM,ISL,0,0,0,0,0
YEM,FEM,IND,1,177,0,398,0
YEM,FEM,IDN,26,17,15,17,209
YEM,FEM,IRN,19,31,110,249,197
YEM,FEM,IRQ,992,675,483,450,75
YEM,FEM,IRL,0,0,0,1,15
YEM,FEM,IMN,..,..,..,..,..
YEM,FEM,ISR,23889,29082,27645,19214,15185
YEM,FEM,ITA,3,4,4,28,119
YEM,FEM,JAM,0,0,0,0,0
YEM,FEM,JPN,0,0,0,0,2
YEM,FEM,JOR,10,111,436,679,963
YEM,FEM,KAZ,0,0,0,0,0
YEM,FEM,KEN,352,3729,3065,2246,68
YEM,FEM,KIR,0,0,0,0,0
YEM,FEM,PRK,0,0,0,0,2
YEM,FEM,KOR,0,0,0,0,0
YEM,FEM,XKX,..,..,..,..,..
YEM,FEM,KWT,41,446,5007,21311,16505
YEM,FEM,KGZ,0,0,0,0,0
YEM,FEM,LAO,0,0,0,0,0
YEM,FEM,LVA,0,0,0,0,2
YEM,FEM,LBN,72,670,151,1311,5438
YEM,FEM,LSO,0,0,0,0,0
YEM,FEM,LBR,0,0,0,0,0
YEM,FEM,LBY,7,105,244,360,431
YEM,FEM,LIE,0,0,0,0,0
YEM,FEM,LTU,0,0,0,0,0
YEM,FEM,LUX,0,0,0,2,0
YEM,FEM,MAC,0,0,0,1,1
YEM,FEM,MKD,0,0,0,2,2
YEM,FEM,MDG,359,197,49,11,10
YEM,FEM,MWI,0,0,0,0,0
YEM,FEM,MYS,0,2,7,22,30
YEM,FEM,MDV,0,0,0,0,0
YEM,FEM,MLI,0,0,0,0,0
YEM,FEM,MLT,0,0,0,0,0
YEM,FEM,MHL,0,0,0,0,0
YEM,FEM,MTQ,0,0,0,0,0
YEM,FEM,MRT,0,0,0,3,4
YEM,FEM,MUS,0,0,0,0,0
YEM,FEM,MYT,0,0,2,5,11
YEM,FEM,MEX,2,2,0,0,1
YEM,FEM,FSM,0,0,0,0,0
YEM,FEM,MDA,0,0,0,0,0
YEM,FEM,MCO,0,0,0,0,0
YEM,FEM,MNG,0,0,0,0,0
YEM,FEM,MNE,..,..,..,..,..
YEM,FEM,MSR,0,0,0,0,0
YEM,FEM,MAR,40,13,7,6,5
YEM,FEM,MOZ,0,0,0,0,0
YEM,FEM,MMR,215,206,108,6,5
YEM,FEM,NAM,0,0,0,0,0
YEM,FEM,NRU,0,0,0,0,0
YEM,FEM,NPL,0,6,8,0,21
YEM,FEM,NLD,0,0,0,0,135
YEM,FEM,ANT,0,0,0,0,0
YEM,FEM,NCL,0,0,0,0,0
YEM,FEM,NZL,0,0,2,2,26
YEM,FEM,NIC,3,5,6,7,8
YEM,FEM,NER,0,0,0,0,0
YEM,FEM,NGA,1,0,5,2,3
YEM,FEM,NIU,0,0,0,0,0
YEM,FEM,NFK,0,0,0,0,0
YEM,FEM,MNP,0,0,0,0,0
YEM,FEM,NOR,0,0,0,4,17
YEM,FEM,OMN,97,140,324,936,1371
YEM,FEM,PAK,6,13,11,8,7
YEM,FEM,PLW,0,0,0,0,0
YEM,FEM,PAN,0,0,0,0,0
YEM,FEM,PNG,0,0,0,0,0
YEM,FEM,PRY,0,0,0,0,1
YEM,FEM,PER,0,0,0,3,3
YEM,FEM,PHL,11,13,38,7,38
YEM,FEM,POL,0,0,3,6,8
YEM,FEM,PRT,0,0,0,0,0
YEM,FEM,PRI,0,0,0,0,0
